suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
30.76,87.05,75.46,50.25,0
21.44,68.68,19.57,75.51,1
20.63,63.49,62.47,26.37,0
28.27,56.52,48.44,12.09,0
28.21,76.62,41.4,73.21,0
31.56,74.54,32.51,26.05,1
17.89,49.5,43.53,37.42,0
32.11,62.01,71.51,100.24,0
25.03,77.52,55.97,78.71,0
22.97,63.41,17.88,45.02,1
15.51,34.87,64.25,49.84,0
28.33,29.74,34.47,93.07,1
23.91,61.28,63.98,14.83,0
30.08,42.7,34.77,35.41,1
30.12,72.77,29.84,58.29,1
23.38,58.33,69.37,91.14,0
20.77,51.83,44.89,48.96,0
24.3,49.2,17.78,65.6,1
20.07,59.53,65.01,43.48,0
24.99,50.02,52.94,86.69,0
15.47,75.17,30.13,45.41,1
15.26,81.94,42.08,41.51,0
20.9,58.36,28.79,80.07,1
15.8,80.92,63.01,81.41,0
21.11,45.96,30.79,98.23,1
33.99,85.31,71.35,22.13,0
27.95,31.31,77.51,32.99,0
29.57,78.82,52.6,78.0,0
27.45,63.65,62.42,85.41,0
24.95,74.51,44.34,93.59,0
23.51,35.75,56.57,68.27,0
26.55,54.38,57.52,79.89,0
22.54,37.51,41.41,97.58,1
29.05,72.29,59.95,10.73,0
32.23,48.86,69.9,70.8,1
15.97,33.84,71.73,58.24,0
19.5,65.29,20.63,50.64,1
20.83,37.21,27.62,64.89,1
18.06,73.18,65.48,53.69,0
29.01,75.28,41.21,37.61,0
33.9,84.98,19.84,70.46,1
33.74,55.56,36.12,83.6,1
22.12,40.44,23.04,59.09,1
26.12,47.89,73.1,81.91,0
21.22,78.42,69.83,97.25,0
25.79,87.0,20.9,30.22,1
29.87,73.7,79.41,96.21,0
28.67,89.03,26.12,92.29,1
32.06,88.29,69.62,85.45,0
24.67,41.18,20.64,17.68,1
27.64,51.29,69.74,95.51,0
15.6,56.57,21.1,74.01,1
27.19,48.52,64.86,39.03,0
21.35,88.96,34.82,80.12,1
33.33,81.27,53.45,40.83,0
29.87,36.06,42.4,19.61,1
17.07,33.56,63.63,85.78,0
18.0,74.83,40.94,22.31,0
31.49,51.69,56.54,25.23,0
18.22,61.95,56.29,54.2,0
26.81,38.48,66.97,67.26,0
25.56,57.81,60.89,24.62,0
20.65,50.43,47.51,21.24,0
21.54,47.89,27.12,74.98,1
27.87,71.91,24.46,66.65,1
15.49,77.34,68.86,33.57,0
23.86,78.5,59.54,65.0,0
27.58,88.51,52.69,39.34,0
22.5,67.68,38.07,82.9,1
24.27,82.92,37.92,72.33,1
23.21,87.88,41.61,21.11,0
17.38,73.6,27.67,44.56,1
23.66,82.45,63.82,65.65,0
29.87,81.64,48.93,82.24,0
26.15,48.79,53.52,78.27,0
20.05,56.89,51.36,62.68,0
16.36,63.86,62.67,21.1,0
25.48,61.36,67.79,57.77,0
18.15,83.62,39.26,69.38,1
32.74,72.73,73.32,78.12,0
23.53,61.04,37.21,58.57,1
27.61,60.19,54.68,45.7,0
20.19,49.38,52.07,40.56,0
21.58,51.1,66.37,39.67,0
25.31,57.58,33.44,96.91,1
32.37,85.96,42.47,39.21,0
24.72,45.25,29.83,65.46,1
23.82,82.94,54.96,50.07,0
15.68,87.66,37.71,55.08,1
15.89,75.19,36.05,52.41,1
20.78,62.15,63.31,37.53,0
25.9,60.78,31.65,68.95,1
15.73,30.06,28.61,92.27,1
23.67,44.77,66.25,57.27,0
19.88,54.9,16.14,31.99,1
32.32,85.88,68.15,46.09,0
19.2,85.12,70.61,37.11,0
31.6,51.24,43.75,65.93,0
34.84,83.12,76.85,97.44,0
26.52,81.7,58.37,50.52,0
18.63,45.6,76.04,43.27,0
24.25,66.15,69.37,84.87,0
26.27,35.57,47.89,51.24,1
20.68,77.21,54.68,24.99,0
18.7,75.72,64.37,56.5,0
23.67,52.62,35.55,90.92,1
28.46,72.43,56.48,37.53,0
21.95,54.96,51.4,95.68,0
32.75,58.83,76.24,72.55,0
24.78,89.79,58.12,20.24,0
30.65,67.03,32.28,69.67,1
18.36,86.16,45.28,55.19,0
30.0,59.14,20.9,58.22,1
17.88,81.16,50.14,97.26,0
31.05,80.06,46.59,63.96,0
23.46,39.45,72.98,57.47,0
18.49,42.75,62.64,80.8,0
20.25,78.17,80.29,50.18,0
24.57,78.62,68.55,32.17,0
34.77,61.36,28.63,94.46,1
18.67,79.66,21.71,16.54,1
17.39,74.75,75.64,51.44,0
28.61,41.09,49.04,38.49,1
22.59,78.71,30.31,59.65,1
21.93,42.05,42.7,100.01,1
23.19,59.11,44.12,21.67,0
30.59,78.91,64.07,65.5,0
21.13,59.9,35.56,65.12,1
29.63,74.08,41.68,79.64,0
19.08,76.47,78.44,69.81,0
21.94,68.06,69.84,60.94,0
22.08,87.22,58.96,31.56,0
30.89,38.93,47.53,79.03,1
28.21,87.57,66.61,24.62,0
22.6,85.7,52.71,80.91,0
27.33,48.13,78.62,78.17,0
22.23,43.31,38.97,83.31,1
30.29,61.65,70.67,91.15,0
34.65,71.37,23.99,28.64,1
23.49,87.35,42.65,37.08,0
16.18,53.08,23.49,12.25,1
20.01,33.29,21.22,26.31,1
25.57,82.25,40.74,36.69,0
28.5,58.87,22.29,58.78,1
24.58,69.71,59.79,15.45,0
25.71,80.73,40.97,14.16,0
19.68,79.92,25.28,85.97,1
21.19,65.51,20.15,13.51,1
23.2,84.92,67.0,61.37,0
19.79,37.94,68.12,99.45,0
16.28,81.85,51.39,18.95,0
14.96,46.73,22.8,39.79,1
17.27,82.15,76.84,46.37,0
29.91,62.53,48.52,43.44,0
19.64,76.16,39.11,30.89,1
16.48,54.08,43.97,90.1,0
22.07,42.72,59.45,40.61,0
30.74,35.14,74.22,32.14,0
29.44,64.34,15.73,29.84,1
24.7,81.42,60.86,27.7,0
20.57,37.37,74.05,72.92,0
19.38,67.96,50.85,39.12,0
24.01,79.52,44.63,87.63,0
21.79,87.21,69.92,94.15,0
31.58,68.02,45.79,31.19,0
31.57,74.0,37.16,77.78,1
30.13,47.94,33.63,57.94,1
30.93,80.98,50.54,98.84,0
15.89,65.74,70.56,90.49,0
23.76,37.01,21.79,53.52,1
20.81,74.88,41.84,51.41,0
26.71,48.02,37.04,95.0,1
20.07,71.46,49.23,41.49,0
26.86,85.05,76.63,74.51,0
25.9,31.98,64.99,49.83,0
29.78,42.03,51.69,83.97,1
29.49,75.97,44.12,70.8,0
17.76,63.14,42.73,27.02,0
18.63,41.65,29.71,71.71,1
33.9,45.52,39.98,81.33,1
22.97,88.99,31.65,30.02,1
21.92,61.85,40.47,79.81,0
29.07,32.94,66.38,87.37,1
26.1,76.92,37.41,19.62,1
14.84,40.31,37.58,38.47,1
23.5,89.58,78.45,43.32,0
26.19,67.79,44.25,46.17,0
18.78,44.54,20.35,53.65,1
26.48,88.03,75.0,95.6,0
25.19,59.34,74.36,57.05,0
31.43,64.02,66.98,25.52,0
21.05,55.63,30.21,77.94,1
16.76,32.13,48.78,38.28,1
29.6,69.16,15.68,74.65,1
20.08,60.27,23.71,87.76,1
32.34,49.08,63.26,80.14,1
20.07,79.55,30.2,74.71,1
26.32,86.34,27.25,11.61,1
28.7,43.27,50.13,67.82,1
34.32,39.38,23.59,53.89,1
27.03,57.55,21.33,14.33,1
24.74,37.48,55.48,41.19,0
29.95,51.12,29.99,73.22,1
27.61,42.27,45.82,41.11,1
27.56,52.03,36.08,21.18,1
20.48,40.33,16.06,81.24,1
35.21,88.12,74.54,36.57,0
17.8,65.76,48.77,59.54,0
34.78,84.83,62.58,31.19,0
32.77,45.32,27.24,37.91,1
25.35,39.73,78.25,44.09,0
21.48,83.77,71.4,68.55,0
19.15,85.66,57.44,68.12,0
27.1,73.46,51.88,10.83,0
18.02,83.07,40.98,72.27,0
17.63,32.24,42.04,63.73,1
31.25,88.21,74.75,70.7,0
23.96,79.64,40.57,92.1,0
30.39,82.84,55.94,57.43,0
26.88,89.18,32.88,82.44,1
34.17,69.04,36.29,47.85,1
16.32,51.11,71.51,12.03,0
24.52,76.41,41.24,11.03,0
28.97,68.53,43.25,85.62,0
23.85,59.49,69.28,73.93,0
18.16,45.12,40.6,54.28,1
34.13,78.49,32.13,61.46,1
26.92,47.0,70.78,76.73,0
18.19,58.46,60.43,39.69,0
19.17,31.58,46.47,34.5,1
34.51,55.36,21.35,26.22,1
25.52,41.3,68.05,23.73,0
15.49,45.12,23.45,18.48,1
25.45,60.42,66.81,95.69,0
32.8,78.64,58.98,94.82,0
31.56,80.89,23.54,30.95,1
27.11,81.07,68.3,76.19,0
30.06,48.72,77.84,93.45,1
28.46,81.93,35.35,54.39,1
33.92,68.25,23.48,35.24,1
17.84,81.52,58.85,88.27,0
17.2,81.98,14.7,49.04,1
26.17,53.07,67.94,69.89,0
28.72,71.81,42.55,91.77,0
16.92,47.3,64.13,75.93,0
24.81,60.35,21.78,63.61,1
22.73,44.79,49.23,46.28,1
31.84,51.32,42.49,63.51,0
34.84,75.55,49.37,24.88,0
29.34,39.57,15.56,67.24,1
17.6,41.61,28.93,48.01,1
15.52,62.39,18.49,46.11,1
34.56,52.32,56.61,41.59,0
20.08,58.86,51.6,94.82,0
32.29,50.11,46.49,19.26,0
31.34,78.85,28.02,37.46,1
23.41,65.34,24.99,74.71,1
30.15,42.58,65.26,72.91,1
25.24,63.04,21.82,80.43,1
17.71,81.0,24.65,69.67,1
15.01,33.96,37.46,63.25,1
26.62,62.99,28.59,86.18,1
21.49,35.63,28.97,28.47,1
15.85,31.6,20.6,30.59,1
24.9,88.88,32.98,49.88,1
22.96,52.85,48.38,54.57,0
17.46,38.98,65.32,66.49,0
32.88,47.57,39.65,76.6,1
16.34,52.56,52.0,13.58,0
32.14,82.5,15.82,15.87,1
18.87,64.73,46.82,59.88,0
22.52,41.45,20.44,22.96,1
32.45,47.92,25.15,22.78,1
25.85,53.54,61.87,31.53,0
33.39,79.91,71.83,92.34,0
30.99,85.28,65.73,63.97,0
20.34,86.09,66.55,88.92,0
30.96,67.1,62.79,86.62,0
29.32,55.02,50.61,79.51,1
17.22,75.69,48.65,19.79,0
33.63,50.64,20.53,73.44,1
14.55,48.95,17.8,42.81,1
33.01,56.91,33.76,83.18,1
31.16,51.67,73.83,34.29,0
34.3,65.7,66.74,51.39,0
20.34,66.6,53.18,92.65,0
16.92,43.41,63.74,100.36,0
16.68,79.96,15.83,24.67,1
27.66,32.91,46.32,94.84,1
25.27,54.18,36.49,46.52,1
20.67,33.79,44.03,95.43,1
27.46,64.6,48.24,34.6,0
23.06,36.36,79.49,92.87,0
34.07,75.72,29.12,52.94,1
35.19,32.16,49.38,20.22,1
32.06,89.33,32.87,12.57,1
30.93,49.78,53.64,50.1,0
26.73,54.16,61.07,40.8,0
29.0,79.49,62.51,42.23,0
29.37,64.85,26.59,66.0,1
30.29,58.37,69.11,30.99,0
23.77,85.21,32.44,54.82,1
26.67,50.68,49.32,87.57,0
28.38,53.77,44.92,18.1,0
18.91,37.9,64.66,92.43,0
26.15,35.7,72.11,83.85,0
17.84,31.9,60.21,62.63,0
20.99,42.12,53.31,72.93,0
28.02,51.37,15.48,88.63,1
32.25,36.03,49.82,45.38,0
27.51,81.02,18.11,11.69,1
16.85,87.09,68.06,69.62,0
16.16,65.4,27.64,33.23,1
18.03,35.28,30.17,13.91,1
31.63,70.14,39.86,61.98,1
31.83,80.74,45.84,27.46,0
17.63,70.7,76.27,52.36,0
21.88,48.59,42.73,64.58,0
32.8,31.16,28.65,17.33,1
15.79,67.47,78.12,29.72,0
27.97,66.56,42.1,27.38,0
23.77,30.46,30.92,30.01,1
18.98,50.73,66.15,57.98,0
16.79,53.18,54.23,51.84,0
18.57,40.95,27.21,65.12,1
34.43,78.13,63.56,49.0,0
32.22,34.22,66.01,30.05,0
21.61,60.07,20.7,40.25,1
30.4,84.57,60.52,24.69,0
21.89,35.77,24.61,73.86,1
22.77,82.83,77.65,45.37,0
25.82,30.47,55.45,41.29,0
29.76,88.69,67.14,27.42,0
22.14,63.63,56.41,22.71,0
28.23,89.29,77.25,50.9,0
34.02,57.84,43.25,18.97,0
19.62,77.32,50.75,42.73,0
26.2,39.93,31.89,67.71,1
18.45,36.34,72.39,71.41,0
29.17,88.58,64.53,35.66,0
27.31,81.03,50.35,22.58,0
18.33,66.61,42.6,90.15,0
22.0,50.31,59.02,11.37,0
21.0,61.94,31.83,21.11,1
22.91,90.01,23.78,31.16,1
33.23,69.88,59.34,89.25,0
26.94,88.37,64.99,23.11,0
29.12,43.15,42.49,91.21,1
20.89,44.68,71.22,32.77,0
23.76,45.62,45.41,12.81,0
16.64,74.18,21.5,46.32,1
14.89,37.29,21.34,42.59,1
27.58,88.32,42.36,75.98,0
22.74,71.94,59.81,21.99,0
25.7,89.47,57.36,67.69,0
31.86,48.73,79.38,25.56,0
30.75,35.04,74.64,80.2,1
23.8,71.83,50.84,25.98,0
15.68,44.31,31.85,96.25,1
30.48,58.6,69.2,49.26,0
18.39,89.69,29.11,96.39,1
26.99,40.81,36.13,81.51,1
35.14,35.59,58.96,80.88,1
29.92,58.33,78.33,49.38,0
23.25,63.04,79.04,85.94,0
29.81,82.97,57.56,96.99,0
26.67,52.49,15.75,55.89,1
24.88,64.85,48.97,65.35,0
33.12,74.68,63.58,76.13,0
31.74,37.49,21.38,91.86,1
32.36,42.85,59.37,76.98,1
22.32,68.58,75.92,87.74,0
19.91,44.3,52.8,45.14,0
15.56,44.58,53.62,65.55,0
21.1,46.97,44.88,90.67,0
34.5,56.75,52.94,84.98,0
21.19,43.54,64.85,85.17,0
29.38,45.08,52.51,92.89,1
29.42,64.13,18.45,83.12,1
21.11,60.61,29.79,70.05,1
24.72,48.55,69.0,98.9,0
34.89,69.59,20.95,72.22,1
27.24,41.61,57.46,67.86,0
17.49,42.25,61.16,39.03,0
22.03,86.96,36.91,79.39,1
33.55,70.82,40.69,27.43,0
16.93,67.02,24.76,63.25,1
24.28,47.26,66.35,39.54,0
28.43,89.11,17.69,97.95,1
23.43,48.85,76.21,80.98,0
17.8,63.2,31.18,69.87,1
30.62,80.97,35.79,49.03,1
34.43,68.74,57.57,67.1,0
20.28,30.1,31.52,42.9,1
23.15,72.38,43.17,54.79,0
31.36,44.0,24.0,46.66,1
31.79,32.02,48.65,72.65,1
31.46,38.21,77.58,89.73,1
25.89,52.74,36.45,12.25,1
33.5,31.1,61.44,96.14,1
19.15,48.22,16.77,48.96,1
16.8,69.03,59.72,78.28,0
29.92,39.07,75.14,80.21,1
24.16,39.64,75.16,13.8,0
27.6,56.45,33.24,50.85,1
26.26,82.91,66.0,89.82,0
27.78,80.33,63.5,12.4,0
16.06,47.29,42.28,47.49,0
22.69,80.61,42.43,72.1,0
17.79,67.62,74.55,99.9,0
19.95,60.0,74.1,33.25,0
21.3,57.73,65.52,14.76,0
24.1,85.57,50.11,24.25,0
18.19,53.82,61.71,73.17,0
18.45,59.45,57.17,94.78,0
15.11,41.88,59.82,97.1,0
31.45,67.78,24.06,62.7,1
20.42,63.17,38.8,98.76,1
16.46,65.76,78.45,60.5,0
17.27,30.44,48.04,74.82,1
24.92,68.49,61.82,14.86,0
26.16,52.53,43.56,43.72,0
16.14,87.97,21.13,92.92,1
16.63,62.86,38.39,75.18,1
24.65,70.84,75.05,31.16,0
18.73,84.05,45.74,91.58,0
28.18,81.43,37.06,31.19,1
29.85,45.44,64.52,41.43,0
27.99,40.22,32.99,46.19,1
34.22,76.9,70.26,18.64,0
27.5,44.03,44.14,48.32,1
24.21,61.52,63.36,90.89,0
29.88,78.36,44.56,64.11,0
25.34,34.44,33.06,64.94,1
22.77,46.83,18.0,42.07,1
23.38,40.9,39.39,31.51,1
17.2,71.68,18.26,73.14,1
23.7,55.28,47.98,59.52,0
19.56,79.92,41.74,55.2,0
28.28,71.98,69.99,11.11,0
20.73,50.28,78.26,54.38,0
31.51,79.65,48.97,89.81,0
18.29,33.61,64.54,35.15,0
21.06,29.9,26.56,32.73,1
28.57,89.16,72.17,17.29,0
30.85,50.59,24.81,84.82,1
33.43,61.07,55.18,62.86,0
21.16,45.26,43.99,36.65,0
34.62,73.82,53.2,72.46,0
34.74,56.59,60.28,39.71,0
32.7,61.43,16.56,23.58,1
26.7,55.7,66.72,41.36,0
31.43,37.73,24.04,92.91,1
27.96,49.85,31.28,12.35,1
17.32,68.08,34.64,32.64,1
33.19,73.08,73.83,16.02,0
32.09,55.23,70.71,82.18,0
25.09,80.39,51.14,53.52,0
28.95,47.81,55.32,55.79,0
32.02,34.97,75.13,24.51,0
33.7,84.43,49.44,58.96,0
27.53,53.08,74.95,64.17,0
28.68,61.5,33.21,89.23,1
28.45,79.16,50.38,87.7,0
29.8,85.01,28.31,49.22,1
34.03,75.14,50.71,21.94,0
17.62,57.27,40.11,12.6,1
26.46,79.78,43.61,16.93,0
19.69,68.72,37.76,88.29,1
22.2,55.87,27.49,68.68,1
30.2,33.44,36.21,41.01,1
30.19,43.08,56.77,84.19,1
33.5,49.2,25.44,32.75,1
32.89,61.35,62.17,73.45,0
24.63,32.36,22.23,47.26,1
26.82,67.99,71.07,46.26,0
32.25,52.98,16.06,97.0,1
23.75,74.34,28.66,73.83,1
26.57,51.29,45.16,71.71,0
28.73,45.49,34.99,85.4,1
24.32,31.07,51.3,38.8,0
34.33,64.56,16.47,20.82,1
17.43,43.82,38.18,59.97,1
15.48,70.38,76.87,42.64,0
22.74,31.54,55.9,50.31,0
22.82,66.57,58.3,42.98,0
24.76,64.49,54.58,43.53,0
28.71,53.0,51.47,67.23,0
32.24,84.04,50.98,66.54,0
33.33,38.88,75.79,94.82,1
30.06,34.59,56.94,18.46,0
32.71,59.19,61.47,38.94,0
24.17,53.16,55.77,33.23,0
33.76,41.54,61.96,71.16,1
34.51,82.38,33.85,76.04,1
27.56,77.87,16.76,32.95,1
22.05,79.9,25.92,52.82,1
31.76,66.2,31.09,22.07,1
15.44,62.93,53.43,96.4,0
34.12,45.43,47.92,43.14,0
28.52,83.29,43.11,47.06,0
17.53,31.26,25.34,17.49,1
16.96,65.97,34.4,13.14,1
25.88,33.87,39.31,47.17,1
28.69,81.82,17.24,23.93,1
31.59,42.79,43.87,23.63,1
34.4,88.41,60.76,72.77,0
28.82,84.38,20.79,20.18,1
31.86,37.11,61.69,80.81,1
20.03,52.09,17.08,54.22,1
31.39,60.12,37.5,73.03,1
31.85,75.52,29.04,45.5,1
16.81,68.95,70.82,77.25,0
34.6,88.14,77.29,77.93,0
22.76,58.11,16.25,63.91,1
23.21,65.99,70.95,21.85,0
16.69,70.87,49.4,10.58,0
15.69,54.78,31.48,29.3,1
25.88,59.51,33.67,72.78,1
19.86,49.75,62.94,85.49,0
25.67,71.32,59.4,59.91,0
19.51,76.62,73.54,95.95,0
18.71,75.11,42.83,58.74,0
25.77,67.85,24.18,31.4,1
22.3,48.91,42.81,81.73,0
22.59,59.42,20.59,13.14,1
23.65,53.99,22.53,42.53,1
20.27,34.98,43.76,59.36,1
16.87,62.7,23.06,37.2,1
25.16,39.82,63.78,11.87,0
21.76,45.5,62.95,55.42,0
31.07,81.04,29.74,51.06,1
28.88,67.77,35.37,99.19,1
15.63,89.69,69.97,18.34,0
17.97,43.0,48.6,81.59,1
31.85,88.25,43.66,88.37,0
30.85,32.84,53.05,85.09,1
16.01,72.83,52.33,46.14,0
23.51,71.11,31.65,90.27,1
20.35,45.85,71.85,96.18,0
25.12,63.85,61.63,61.97,0
21.94,46.74,63.26,48.74,0
28.87,80.53,60.05,41.34,0
15.63,55.11,75.03,90.5,0
19.29,48.18,52.38,80.3,0
17.01,54.34,29.07,30.62,1
28.96,70.72,59.48,14.6,0
17.46,73.18,33.69,68.79,1
31.93,82.22,65.78,94.95,0
18.22,72.55,56.69,90.35,0
32.41,83.55,28.1,29.05,1
22.82,59.93,79.5,21.05,0
20.06,57.4,60.84,18.86,0
35.15,80.32,71.27,96.51,0
16.08,73.78,14.75,75.3,1
22.63,45.36,61.32,16.92,0
26.33,52.21,34.44,76.06,1
30.23,61.18,50.27,69.14,0
28.61,88.19,50.93,85.55,0
33.18,67.61,37.39,25.76,1
26.0,31.92,78.06,78.06,0
28.18,54.94,15.97,59.2,1
31.39,69.05,38.63,15.32,1
17.66,73.01,69.22,27.25,0
31.88,30.83,18.16,32.39,1
23.78,72.54,64.18,77.93,0
30.9,72.15,51.86,89.69,0
29.27,56.55,61.64,58.58,0
16.5,58.38,33.56,87.64,1
22.56,70.22,21.34,63.6,1
24.23,50.84,70.47,82.23,0
18.44,88.21,41.16,99.14,0
34.49,45.06,25.68,93.79,1
29.94,90.21,45.23,79.5,0
16.7,61.14,24.4,22.99,1
29.65,41.57,64.7,62.07,0
33.03,53.66,75.06,46.47,0
34.76,38.04,49.9,41.68,1
17.97,76.88,70.82,29.43,0
15.94,78.81,61.19,84.25,0
26.22,38.8,28.01,93.9,1
19.7,76.01,59.09,66.68,0
22.96,76.01,20.78,42.17,1
19.51,36.31,49.23,73.59,1
34.47,64.41,39.86,11.83,0
22.0,48.31,69.12,22.69,0
27.63,39.57,33.76,39.24,1
34.52,66.38,48.59,43.13,0
19.38,78.27,17.88,64.47,1
24.88,42.73,28.82,72.28,1
26.91,70.63,77.88,81.44,0
15.26,56.29,72.27,76.18,0
24.53,89.76,47.2,52.42,0
20.32,63.07,38.32,65.09,1
17.79,58.44,25.72,19.46,1
21.0,64.48,79.49,30.3,0
18.94,63.71,35.99,76.84,1
16.14,33.84,46.4,12.46,1
30.85,58.31,27.93,70.67,1
27.81,57.9,61.57,84.42,0
20.25,43.13,78.76,47.88,0
15.43,63.17,42.71,75.16,0
18.35,48.96,75.19,49.95,0
23.97,51.94,38.89,94.84,1
27.24,31.81,28.13,18.86,1
22.57,87.29,22.2,35.62,1
33.94,80.58,31.31,54.38,1
26.19,33.05,65.56,89.8,0
21.33,56.25,75.09,18.15,0
23.59,65.55,74.7,58.34,0
15.87,79.06,48.27,65.27,0
19.97,60.47,52.39,63.7,0
18.17,85.85,34.48,88.41,1
17.56,79.22,59.16,45.02,0
15.78,49.31,34.97,66.27,1
19.47,54.22,43.84,51.74,0
24.01,40.91,22.6,40.6,1
28.98,89.17,50.4,46.85,0
27.8,32.27,68.57,20.67,0
26.19,72.89,57.81,9.61,0
31.95,40.06,36.62,87.29,1
15.59,41.52,33.72,41.72,1
15.89,74.93,57.59,17.85,0
22.86,77.14,39.46,89.18,1
26.44,79.93,52.63,57.48,0
15.25,30.39,34.89,95.65,1
34.6,63.38,61.49,80.74,0
16.74,54.99,25.25,62.97,1
22.42,88.01,17.28,87.99,1
35.27,42.79,71.75,16.42,0
17.7,57.13,50.55,45.46,0
33.25,77.76,63.64,74.97,0
31.2,86.2,42.96,53.68,0
27.5,62.69,73.59,69.78,0
28.27,80.48,75.58,27.62,0
24.56,72.85,23.6,48.79,1
27.5,63.61,60.03,73.48,0
29.13,68.46,51.96,46.25,0
16.7,38.48,18.09,29.32,1
16.82,71.64,51.1,10.74,0
25.58,34.83,54.78,91.37,0
23.03,49.44,33.32,89.09,1
30.13,79.91,74.22,12.97,0
24.06,63.3,59.63,67.38,0
17.95,88.48,20.2,22.83,1
32.54,69.21,74.13,25.91,0
22.97,52.98,20.45,64.41,1
20.68,38.13,78.94,46.47,0
21.59,84.03,24.07,80.87,1
16.74,75.45,40.42,78.99,0
25.54,46.34,76.47,88.76,0
28.01,37.49,39.21,23.71,1
15.96,52.05,75.41,95.31,0
18.48,41.72,24.86,84.75,1
25.4,66.77,54.47,88.63,0
30.18,30.19,37.99,76.11,1
25.76,52.41,41.68,39.29,0
17.57,73.18,61.6,10.37,0
19.94,74.85,62.46,81.14,0
15.34,84.4,75.51,53.39,0
31.9,58.12,69.04,63.51,0
16.53,36.88,75.93,23.62,0
33.48,61.33,47.71,68.43,0
21.49,88.66,37.28,51.4,1
22.09,60.08,43.99,35.11,0
29.29,60.63,77.1,22.58,0
21.04,74.44,23.3,39.0,1
25.89,41.03,16.37,14.38,1
18.68,87.7,25.2,98.71,1
15.71,37.91,50.49,54.14,0
28.49,33.66,45.94,28.57,1
21.83,41.0,39.3,77.04,1
32.28,72.43,76.27,32.74,0
31.2,35.26,74.81,41.8,0
29.25,48.83,75.53,29.53,0
28.45,51.83,29.71,32.0,1
32.09,58.34,20.8,77.29,1
26.85,59.83,62.94,58.42,0
25.52,60.84,69.96,53.16,0
17.37,51.94,53.88,54.64,0
17.97,83.9,52.58,13.74,0
32.36,49.08,50.9,93.26,1
20.96,86.4,62.92,91.24,0
29.36,59.69,15.91,11.88,1
23.26,29.89,78.35,44.34,0
17.03,88.1,66.61,68.41,0
25.36,82.18,49.55,53.03,0
30.61,66.2,27.99,11.5,1
23.52,40.43,63.96,90.79,0
22.46,43.6,26.65,33.03,1
20.56,82.51,51.92,20.05,0
16.85,87.75,26.84,12.21,1
29.87,31.01,51.47,75.35,1
16.52,55.13,37.03,41.59,1
22.45,86.18,26.27,65.75,1
32.06,41.59,59.77,40.3,0
24.45,51.68,28.9,80.54,1
20.45,65.79,53.47,29.96,0
30.68,40.86,65.64,87.26,1
31.57,36.62,70.89,12.79,0
34.81,48.47,26.58,27.47,1
34.88,66.12,20.96,87.65,1
30.9,79.74,69.14,73.52,0
26.44,35.8,78.66,53.42,0
26.92,57.79,29.92,50.23,1
18.8,41.18,26.79,37.39,1
26.44,88.82,73.39,92.26,0
22.55,84.89,43.36,27.21,0
21.89,70.38,21.54,97.09,1
31.84,30.28,78.0,48.53,0
28.76,55.38,19.06,93.95,1
25.44,89.27,46.45,85.14,0
33.31,89.24,41.4,34.43,0
31.64,69.36,72.9,78.63,0
21.45,56.75,62.96,44.59,0
16.34,51.16,55.6,76.26,0
15.46,68.31,31.56,79.22,1
29.31,70.48,63.75,64.84,0
15.91,55.99,68.43,35.19,0
22.92,62.01,27.6,58.14,1
19.5,66.47,35.0,76.16,1
19.02,42.04,78.27,88.51,0
30.76,72.63,69.14,38.14,0
19.31,61.77,55.95,48.65,0
23.43,71.43,79.39,95.57,0
32.21,38.16,46.18,84.1,1
30.97,72.08,63.85,35.21,0
25.16,32.52,67.16,20.39,0
19.95,82.57,45.66,67.38,0
23.9,45.69,29.18,38.9,1
26.64,81.56,16.63,82.45,1
15.66,75.47,17.14,45.87,1
16.32,80.43,60.16,71.6,0
22.67,35.65,29.06,20.03,1
25.88,48.26,58.44,72.9,0
25.49,30.53,74.15,55.0,0
30.58,54.2,56.22,20.26,0
24.04,42.53,49.97,67.79,1
14.93,45.69,69.52,41.4,0
28.55,82.09,72.16,65.51,0
32.5,63.13,68.73,31.78,0
34.09,56.01,63.82,39.8,0
33.27,63.14,57.36,91.59,0
33.94,32.23,55.55,43.38,0
27.83,33.39,63.71,24.41,0
27.42,67.67,39.44,29.45,1
31.74,53.91,32.35,9.91,1
22.25,78.01,69.37,82.01,0
32.8,67.5,37.75,18.04,1
17.06,87.2,24.54,13.13,1
32.7,47.79,72.31,80.77,1
21.95,61.78,61.4,29.68,0
32.47,65.43,49.29,77.19,0
25.51,36.66,70.46,58.24,0
18.13,85.51,70.22,63.19,0
22.33,58.25,42.06,57.35,0
16.05,33.57,48.49,62.11,1
20.07,60.43,40.46,70.78,0
20.87,74.38,72.15,85.83,0
23.09,47.78,30.52,39.78,1
30.55,65.91,67.01,94.43,0
25.43,72.51,58.43,50.15,0
24.8,59.97,38.8,88.37,1
23.7,81.19,63.0,82.62,0
16.73,47.15,36.32,42.96,1
22.93,83.71,74.63,86.15,0
30.63,69.26,47.16,24.29,0
30.05,55.66,32.41,76.49,1
34.41,59.01,58.95,45.62,0
17.69,67.98,32.52,54.46,1
22.41,63.18,66.7,42.21,0
31.5,87.21,42.43,60.71,0
28.17,72.02,71.22,47.17,0
15.16,89.57,62.9,17.95,0
24.29,51.89,36.55,52.52,1
26.94,43.5,51.6,90.22,0
